daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
2,22,0,1,47,0,39,7,0,22,1
7,29,1,1,68,2,32,5,5,37,0
6,36,1,2,76,2,44,5,5,30,0
4,30,2,0,49,0,37,10,6,27,1
10,31,2,2,89,2,28,6,6,22,0
3,37,2,2,85,2,39,5,8,25,0
3,27,1,2,52,0,15,3,6,29,0
8,33,3,1,60,2,25,4,2,20,0
3,24,2,0,42,1,32,9,4,29,1
7,24,6,2,61,3,24,7,3,33,0
2,36,3,1,73,3,24,1,6,28,0
2,25,1,1,59,1,27,4,0,22,1
6,35,3,0,75,1,40,9,5,26,0
4,40,0,1,63,2,34,7,5,30,0
4,25,0,2,41,0,30,5,7,23,1
2,27,2,0,71,0,34,7,6,28,1
3,25,3,1,53,1,47,6,0,32,1
1,24,3,0,50,0,49,7,5,26,1
4,35,2,1,67,1,27,6,7,24,0
3,37,3,1,68,3,25,6,3,21,0
4,19,1,0,52,0,52,9,5,26,1
5,41,1,1,86,3,25,6,5,26,0
3,35,0,1,40,1,53,9,2,29,1
4,19,1,1,48,1,45,8,5,36,1
4,20,1,1,53,0,35,7,2,26,1
5,35,2,3,87,2,18,5,9,36,0
5,22,0,2,49,0,44,7,2,25,1
7,35,1,1,82,0,17,6,8,25,0
2,29,2,1,41,0,20,9,4,21,1
2,20,1,0,42,0,54,9,4,23,1
2,25,1,0,39,0,49,8,2,22,1
4,22,2,0,49,2,47,7,3,24,1
5,29,0,0,64,0,37,7,3,42,0
1,35,2,1,79,1,42,5,4,26,0
3,36,3,1,74,1,38,3,6,25,0
3,25,2,0,62,0,28,5,0,18,1
8,25,2,0,69,1,35,4,8,22,0
4,25,2,1,63,2,24,6,5,31,0
4,31,2,1,53,0,33,4,1,22,1
4,36,1,0,76,1,16,6,5,29,0
3,27,1,0,53,1,49,9,5,30,1
6,31,1,0,55,1,30,10,6,28,1
3,30,2,1,51,1,39,5,2,26,1
6,28,1,3,53,1,19,4,5,28,0
8,37,2,0,67,0,23,3,6,26,0
5,40,2,2,65,1,23,6,5,26,0
6,26,2,0,48,1,25,8,2,18,1
9,34,2,3,73,0,29,7,5,23,0
3,24,2,1,56,0,37,7,2,23,1
3,24,0,0,63,1,23,8,1,20,1
3,21,1,0,51,1,46,8,2,26,1
2,25,1,0,54,0,43,7,6,31,1
2,33,0,3,44,0,20,11,5,12,1
2,32,2,1,68,0,18,4,6,23,0
6,32,1,4,66,2,18,3,3,42,0
2,35,2,3,80,0,24,8,8,38,0
4,31,3,1,40,0,32,8,4,23,1
3,35,1,3,66,0,26,3,5,32,0
6,37,0,2,69,1,41,3,5,26,0
5,50,3,1,62,2,34,6,6,26,0
1,27,0,0,51,3,26,8,3,18,1
4,34,1,2,87,3,27,5,7,28,0
2,26,0,2,75,2,34,7,6,36,0
2,23,0,2,40,0,30,10,2,30,1
4,40,0,3,79,3,24,4,3,43,0
6,38,2,2,66,3,21,3,7,29,0
5,33,2,0,76,1,27,7,7,30,0
2,29,2,1,63,0,35,3,4,28,1
6,37,3,1,45,1,45,4,5,22,1
1,23,2,0,49,1,34,1,2,20,1
2,20,2,0,54,0,45,6,1,35,1
2,36,3,0,72,1,27,6,6,40,0
3,28,1,1,41,1,27,9,5,34,1
4,40,2,2,81,1,16,6,7,19,0
1,36,3,2,66,4,23,4,6,26,0
4,17,0,1,50,0,46,5,1,20,1
1,23,1,3,39,0,21,7,0,16,1
2,23,1,0,46,1,23,5,1,33,1
5,27,0,2,80,0,21,4,7,31,0
5,43,1,0,71,2,16,7,3,35,0
3,34,2,0,61,0,20,3,6,28,1
3,27,0,0,57,1,38,9,0,34,1
7,29,3,0,46,1,53,9,5,26,1
4,25,1,1,47,0,41,5,1,23,1
1,33,0,0,67,1,39,6,4,26,0
4,25,0,0,52,0,34,7,3,32,1
4,35,2,1,44,0,43,5,2,29,1
5,19,0,1,52,1,33,8,2,27,1
4,25,2,0,61,1,47,11,3,26,1
5,21,2,1,46,1,37,6,3,23,1
4,28,0,1,38,0,41,9,4,28,1
3,18,0,0,41,0,31,9,3,21,1
3,33,3,0,84,1,34,4,3,35,0
2,34,2,2,67,2,26,6,4,38,0
3,25,2,1,50,0,36,9,6,27,1
4,34,3,0,61,1,30,5,5,37,0
4,29,1,1,43,1,41,7,0,20,1
4,28,3,0,60,3,39,6,6,31,0
4,46,0,0,58,1,28,3,5,30,0
4,39,3,0,68,3,32,4,4,25,0
2,25,3,2,62,2,27,6,8,25,0
3,24,3,1,57,0,54,7,5,26,1
1,33,0,0,46,1,21,8,1,21,1
5,35,0,0,64,0,27,8,3,31,0
2,46,3,0,81,3,28,7,7,31,0
2,21,2,0,43,0,44,8,1,13,1
3,23,0,0,44,0,50,6,1,21,1
1,29,0,0,47,2,35,6,2,22,1
2,32,3,0,65,2,33,6,4,24,0
3,25,3,2,46,1,46,12,4,39,1
4,24,0,1,39,1,33,9,1,21,1
4,32,3,0,73,2,30,6,6,40,0
2,22,1,0,38,1,27,8,2,25,1
5,23,2,1,70,0,33,5,3,26,0
2,33,4,2,70,0,30,3,5,29,0
5,33,0,0,79,0,28,4,6,38,0
4,36,1,0,65,1,44,2,7,34,0
2,23,2,1,45,0,21,7,5,24,1
5,37,4,0,66,3,36,8,3,28,0
4,40,2,1,77,0,26,7,5,28,0
5,21,0,0,44,0,25,5,0,26,1
5,37,1,0,67,1,26,7,4,42,0
6,37,0,2,69,3,44,3,5,26,0
6,37,1,3,61,0,32,4,4,21,0
6,39,3,2,75,1,30,8,5,22,0
2,30,2,1,48,0,30,6,5,25,1
6,29,1,1,57,1,31,8,0,25,1
3,28,1,1,51,0,42,9,4,25,1
6,32,1,1,62,1,35,9,6,34,0
2,25,2,1,58,0,24,9,4,19,1
3,27,1,0,70,1,44,6,7,31,0
6,40,1,0,79,1,27,9,2,31,0
5,43,3,1,68,0,29,9,8,25,0
2,38,3,2,82,2,30,6,4,37,0
1,23,2,0,47,0,30,9,0,37,1
1,31,1,1,50,0,25,5,6,30,1
4,41,0,4,68,3,34,5,6,34,0
3,30,3,1,50,0,36,8,5,22,1
3,42,2,0,73,0,40,6,4,32,0
10,39,1,1,64,1,34,7,6,30,0
6,33,0,0,72,2,23,5,8,24,0
4,28,0,1,53,0,32,8,0,27,1
3,18,1,1,48,2,29,7,2,19,1
4,39,3,3,76,1,15,3,6,36,0
4,32,2,2,61,2,21,3,4,30,0
6,39,2,4,64,2,24,3,8,33,0
2,24,2,1,38,0,54,9,2,26,1
3,41,4,2,74,2,21,7,5,36,0
6,28,2,2,83,0,16,7,4,32,0
2,28,1,1,37,1,30,9,5,28,1
6,40,1,4,65,2,22,8,4,25,0
6,21,2,2,43,2,22,11,1,27,1
6,41,3,1,59,2,41,7,7,17,0
5,44,2,2,84,1,38,3,3,31,0
5,41,1,2,66,4,28,4,9,25,0
3,35,1,1,50,1,41,8,4,33,1
2,34,3,2,72,0,29,4,5,22,0
3,26,1,0,32,0,24,5,0,31,1
2,25,1,1,59,0,54,5,6,30,1
5,40,1,0,70,3,43,8,4,33,0
2,33,3,3,65,2,19,5,8,34,0
2,34,0,0,59,0,23,6,7,25,1
5,27,2,2,71,0,40,6,8,36,0
2,34,2,3,75,3,33,4,4,20,0
3,29,0,0,58,2,26,6,0,20,1
3,25,1,1,52,1,39,3,2,33,1
5,29,2,0,82,2,18,7,6,22,0
1,24,2,1,42,2,34,5,4,29,1
5,27,1,0,49,0,30,5,0,25,1
8,37,3,2,58,0,17,3,3,35,0
3,43,3,2,80,0,28,6,4,30,0
9,32,1,0,81,2,17,6,6,30,0
3,41,3,1,71,0,15,8,7,37,0
3,31,0,1,57,1,29,7,0,24,1
2,27,2,0,40,0,21,8,1,35,1
4,41,4,1,75,2,16,7,6,28,0
1,28,1,1,49,1,21,10,3,16,1
4,23,1,1,47,1,43,6,5,25,1
6,33,2,1,67,1,24,2,3,33,0
5,27,1,0,66,2,28,5,6,31,0
3,33,2,0,41,1,53,4,4,20,1
2,25,2,0,52,0,39,6,1,23,1
5,26,2,0,53,1,21,9,2,27,1
4,26,0,0,59,1,36,3,1,24,1
4,31,2,0,70,1,33,5,5,37,0
3,25,2,2,39,1,20,4,3,25,1
8,37,1,3,62,2,33,3,3,30,0
4,32,3,2,83,1,26,2,3,37,0
5,38,1,2,61,0,30,9,5,27,0
2,36,0,3,76,0,30,8,6,28,0
3,30,0,1,56,0,49,6,5,16,1
2,28,0,3,64,0,23,7,7,24,1
2,25,2,0,43,1,54,9,5,26,1
4,40,1,0,73,0,33,6,5,34,0
3,36,4,1,62,2,41,4,6,40,0
2,26,1,0,61,0,54,9,2,28,1
4,32,1,2,82,1,43,6,7,26,0
2,23,2,2,60,1,33,4,3,37,1
3,35,2,0,78,2,29,2,6,29,0
2,35,1,1,72,2,19,6,8,22,0
5,34,3,2,69,2,40,2,5,22,0
5,21,0,1,54,1,19,5,0,25,1
6,22,2,0,48,0,45,4,6,30,1
3,26,1,1,60,1,50,7,4,30,1
3,33,2,3,66,2,30,6,7,32,0
4,14,1,1,68,0,32,9,4,17,1
6,31,1,2,64,2,26,4,3,38,0
5,29,0,1,56,0,29,8,6,20,1
5,25,2,2,79,5,28,6,3,29,0
7,28,4,1,60,1,18,8,8,31,0
1,22,0,0,47,1,28,4,0,27,1
2,30,1,1,47,1,24,4,6,24,1
2,13,1,2,40,1,48,8,1,30,1
7,31,2,2,74,1,17,5,7,24,0
5,29,0,1,67,1,32,5,5,32,0
6,30,1,1,55,0,29,8,7,38,1
1,20,1,1,31,0,41,10,3,23,1
4,26,0,1,49,0,26,3,2,23,1
2,26,0,0,49,2,30,8,6,21,1
1,26,0,0,44,0,45,6,6,26,1
5,44,1,1,68,0,26,6,4,34,0
5,34,2,1,75,2,39,9,7,26,0
6,49,3,3,61,0,21,0,6,37,0
6,40,1,1,78,3,36,5,4,33,0
5,28,2,2,62,1,17,2,6,25,0
3,36,4,0,65,3,16,3,8,22,0
2,26,1,1,50,1,49,6,5,24,1
2,24,4,0,54,2,54,10,0,22,1
4,29,2,0,55,2,27,8,1,23,1
2,25,0,1,57,0,41,8,0,19,1
1,31,1,1,44,0,41,7,7,23,1
5,40,1,2,55,3,35,4,2,28,0
3,43,1,2,61,0,41,7,6,26,0
1,21,2,1,57,1,24,7,6,17,1
5,31,2,0,78,2,24,5,7,31,0
1,41,1,1,68,0,38,6,6,26,0
3,31,2,0,60,0,24,7,4,21,1
9,30,3,1,69,1,25,7,6,29,0
7,46,2,2,62,0,39,9,6,32,0
3,29,0,0,52,1,50,1,1,35,1
5,23,1,1,50,0,37,6,2,19,1
4,28,2,0,45,1,41,8,4,18,1
3,25,3,2,69,1,35,5,6,43,0
2,23,2,3,62,2,25,4,0,19,1
3,37,0,0,52,0,21,3,3,19,1
3,27,0,1,51,0,47,5,2,30,1
5,39,0,2,68,2,42,4,6,25,0
2,29,2,1,59,3,16,0,6,35,0
3,25,3,1,70,2,24,6,4,33,0
7,32,3,2,71,1,35,5,5,35,0
6,22,1,1,48,1,24,6,2,30,1
5,35,1,0,74,1,21,4,5,36,0
4,40,0,2,73,2,23,3,3,39,0
5,39,3,3,66,2,38,8,3,22,0
2,21,3,0,52,1,45,6,3,27,1
6,34,2,1,71,0,18,5,7,30,0
3,27,0,0,38,1,24,7,1,31,1
4,23,1,2,57,0,53,8,0,29,1
7,41,3,3,64,2,17,7,6,33,0
2,21,1,1,44,1,20,7,4,25,1
1,23,2,0,42,1,33,2,0,20,1
4,35,2,0,86,1,38,8,3,32,0
5,24,1,1,42,1,30,9,3,17,1
4,32,2,1,51,2,48,7,7,26,1
5,43,2,0,83,1,38,6,4,30,0
4,26,1,0,49,0,48,5,4,31,1
4,43,1,1,60,2,15,3,3,44,0
6,39,2,2,61,0,17,9,6,32,0
1,17,1,1,55,0,47,4,5,32,1
3,34,2,1,69,3,41,4,4,26,0
6,32,4,1,62,1,34,6,5,39,0
7,39,2,2,64,2,30,6,5,29,0
5,41,1,2,83,1,16,2,4,35,0
3,23,2,0,51,0,46,4,1,23,1
3,36,2,1,68,3,24,5,6,34,0
5,27,1,1,72,2,16,5,6,40,0
1,30,1,1,48,1,25,11,3,24,1
2,19,2,1,54,0,51,4,4,20,1
7,26,2,1,71,0,26,4,8,33,0
4,35,2,2,65,2,30,6,8,33,0
2,38,1,0,65,1,35,7,8,30,0
2,36,1,3,64,1,24,6,7,22,0
3,24,3,0,44,1,46,8,7,28,1
1,22,1,0,61,1,21,8,5,26,1
7,37,1,1,79,2,34,10,7,30,0
5,26,1,0,70,4,19,3,5,39,0
7,29,2,2,75,2,21,6,4,24,0
6,36,2,1,59,1,21,5,5,31,0
2,31,3,0,75,0,41,5,6,31,0
5,26,0,0,50,0,40,6,4,14,1
2,35,0,0,78,3,36,5,4,29,0
2,27,0,2,48,1,40,4,6,26,1
2,29,2,0,57,0,21,8,1,23,1
6,30,2,3,66,2,31,4,3,34,0
4,38,3,1,84,0,19,9,3,27,0
2,24,0,0,44,0,30,7,7,24,1
4,36,1,0,52,0,45,7,6,27,1
5,37,2,1,64,3,43,4,7,26,0
3,26,2,1,73,1,34,2,6,36,0
1,28,1,1,38,0,48,5,6,24,1
6,41,5,3,82,2,39,10,7,30,0
5,29,0,0,48,0,33,6,2,23,1
2,22,1,1,46,0,39,6,0,18,1
4,17,0,0,59,1,24,8,6,35,1
4,26,3,0,51,1,48,11,2,27,1
3,42,2,3,74,2,33,9,5,31,0
5,30,3,5,83,1,32,8,4,37,0
2,32,1,2,79,1,29,3,4,36,0
3,39,1,1,57,1,42,9,0,26,1
7,34,1,1,58,1,17,7,7,22,0
6,27,0,1,55,2,54,5,0,29,1
3,27,3,0,57,0,43,5,6,21,1
3,22,2,2,43,0,47,4,3,26,1
2,44,1,1,67,1,17,6,3,36,0
5,27,2,0,75,4,33,5,7,23,0
7,46,1,2,66,2,29,5,6,33,0
5,38,2,1,81,1,42,5,7,33,0
4,33,2,2,61,1,32,9,3,41,0
4,35,2,3,71,0,38,7,6,30,0
7,35,4,1,54,0,21,7,5,35,0
4,43,3,1,64,1,24,3,3,34,0
1,46,2,1,78,3,16,5,4,20,0
5,36,0,0,81,1,39,4,3,27,0
3,27,1,0,55,0,55,4,2,24,1
4,31,1,1,52,1,32,7,0,26,1
5,34,2,1,70,2,26,6,7,19,0
5,30,0,0,47,0,48,9,6,24,1
4,23,1,1,57,2,35,8,6,21,1
5,21,0,2,37,1,27,7,0,33,1
6,38,2,2,71,1,25,4,5,30,0
3,33,1,0,48,1,38,3,3,25,1
3,44,3,0,66,3,41,5,5,16,0
3,36,2,3,72,1,40,5,8,33,0
3,31,1,2,49,0,20,7,5,19,0
2,23,2,1,47,3,35,10,2,25,1
3,24,0,1,45,1,28,5,6,23,1
5,22,2,0,52,0,35,5,1,25,1
2,25,1,2,51,0,37,4,2,27,1
3,26,0,0,49,0,39,5,4,28,1
4,34,2,2,71,1,32,2,7,31,0
1,18,1,0,46,0,33,1,5,16,1
6,33,0,1,76,2,20,7,6,23,0
4,37,4,1,63,0,27,3,5,31,0
4,31,2,0,51,1,37,7,5,23,0
4,27,0,1,45,1,37,5,0,21,1
6,42,1,2,75,0,31,5,6,24,0
5,34,1,3,66,1,19,7,8,18,0
6,30,2,1,58,1,47,8,6,21,1
1,31,1,1,73,1,29,5,7,28,1
6,31,0,2,62,2,21,6,6,31,0
4,17,1,0,44,1,33,7,3,21,1
2,25,3,2,55,0,52,8,5,34,1
4,20,0,0,38,0,33,11,2,38,1
2,21,0,0,42,0,37,7,3,21,1
4,29,2,0,38,0,49,7,6,21,1
3,22,1,0,43,0,49,4,3,28,1
2,36,0,0,54,0,31,7,1,29,1
4,27,4,0,53,0,21,7,1,30,1
1,19,0,0,53,0,44,4,3,24,1
6,27,3,2,75,2,30,7,4,38,0
7,35,0,3,65,2,28,2,5,37,0
2,27,3,1,58,1,41,7,7,29,0
6,41,0,0,69,1,28,8,4,24,0
7,31,2,1,55,0,38,1,5,27,1
3,36,2,2,76,1,23,4,7,27,0
3,35,3,2,70,2,28,6,7,26,0
4,29,2,2,50,0,23,8,4,35,0
4,25,1,1,58,0,53,5,2,21,1
5,26,2,0,40,1,53,5,4,29,1
2,22,2,0,57,1,22,3,4,23,1
3,35,4,3,68,1,24,8,4,23,0
4,38,2,1,71,1,18,6,7,32,0
3,38,3,4,55,0,39,5,6,39,0
4,30,1,0,73,1,36,9,3,36,0
3,38,1,1,87,1,41,4,8,33,0
4,29,1,0,65,0,48,6,2,18,1
4,39,0,4,91,2,23,4,6,32,0
3,28,1,2,64,2,33,6,6,28,0
2,28,2,0,59,2,26,8,1,28,1
2,24,0,1,64,0,25,4,6,25,1
5,27,0,0,59,0,33,3,6,30,1
2,25,1,0,59,0,36,6,3,26,1
3,23,0,1,47,0,42,6,2,23,1
2,23,1,1,36,2,32,8,4,24,1
2,22,0,1,47,2,33,9,1,25,1
8,44,2,0,68,3,28,4,8,39,0
4,37,2,1,76,3,26,6,5,25,0
2,30,1,1,71,2,42,6,6,33,0
5,34,2,2,62,1,24,4,3,36,0
3,30,2,3,66,2,42,6,2,26,0
2,17,2,2,44,1,29,4,2,32,1
3,30,1,4,73,1,39,5,7,28,0
8,43,2,0,62,2,27,6,7,33,0
3,34,3,2,72,3,37,5,2,29,0
5,28,2,1,65,2,20,4,4,35,0
4,47,4,3,74,1,19,5,7,38,0
1,28,3,3,79,0,37,6,4,31,0
4,35,0,1,56,2,27,7,5,28,1
2,29,0,0,63,0,28,6,3,23,1
6,29,1,1,85,2,20,7,7,27,0
3,36,5,1,72,1,32,6,4,31,0
3,27,0,0,53,1,20,8,2,29,1
3,27,1,2,77,1,26,7,7,26,0
4,25,2,0,58,1,49,5,6,27,1
3,27,2,1,52,0,47,6,3,31,1
1,25,1,0,35,0,29,6,3,24,1
5,36,2,0,82,1,17,4,2,39,0
6,28,0,2,65,0,37,8,7,30,0
2,14,1,1,50,0,47,5,5,20,1
2,26,2,1,47,2,43,4,1,28,1
3,40,0,0,48,1,25,8,5,22,1
4,36,2,3,60,1,25,6,6,35,0
2,16,3,1,55,0,36,9,5,25,1
1,28,1,0,39,0,21,6,2,21,1
3,35,3,2,68,3,16,5,3,23,0
5,44,1,0,78,2,23,5,4,32,0
2,37,3,1,87,0,25,7,3,27,0
3,29,1,0,68,0,32,5,8,36,0
3,18,1,1,48,1,28,6,1,29,1
4,24,3,0,66,0,38,6,8,20,0
7,41,3,3,70,1,36,6,9,28,0
2,25,1,0,55,0,39,5,1,29,1
4,27,2,2,64,2,26,4,5,37,0
2,24,3,3,58,1,34,3,8,20,0
5,37,2,2,88,2,24,6,2,34,0
5,22,1,0,50,0,27,10,3,20,1
6,32,2,2,71,2,37,5,7,28,0
7,34,4,2,76,0,30,3,4,34,0
2,11,0,1,61,0,42,8,5,31,1
6,25,1,1,65,1,39,4,8,21,0
3,14,2,0,43,0,53,9,3,29,1
2,19,2,1,41,0,46,6,3,27,1
5,24,1,2,53,1,50,7,5,28,1
4,32,1,1,44,1,38,5,0,26,1
4,29,2,0,52,0,39,6,0,23,1
2,22,1,1,51,2,21,6,3,25,1
2,40,4,0,79,1,22,6,8,30,0
4,23,2,1,58,0,26,5,2,19,1
5,25,1,2,57,1,22,10,5,29,1
4,22,1,1,44,1,40,4,3,22,1
7,44,0,3,63,2,34,5,8,29,0
4,35,1,0,79,4,19,4,5,31,0
6,31,2,2,75,2,31,7,8,35,0
3,28,3,2,67,0,35,4,5,25,0
5,21,3,0,41,0,26,5,5,22,1
3,29,1,1,57,1,50,6,1,23,1
3,40,4,0,67,2,24,3,5,36,0
1,29,0,0,47,2,43,6,3,27,1
1,23,2,0,47,0,40,5,5,27,1
4,23,0,2,44,1,32,4,3,23,1
1,23,0,2,44,1,49,8,1,26,1
5,26,1,1,53,1,24,7,5,24,1
4,30,1,1,59,1,38,4,3,26,0
2,20,2,0,48,0,29,8,4,16,1
5,32,2,3,66,1,26,9,5,31,0
3,39,0,1,67,0,45,6,5,31,0
6,33,1,1,76,0,15,6,4,32,0
4,39,1,1,61,0,47,7,3,29,1
6,24,2,0,55,0,22,5,4,27,1
6,33,4,3,61,1,34,3,6,29,0
5,31,1,2,50,0,42,6,7,27,1
5,29,1,3,60,2,37,6,3,23,0
2,31,1,0,53,0,30,7,4,38,1
4,24,1,1,54,0,44,8,1,33,1
6,35,3,2,72,3,30,6,4,33,0
8,24,0,1,51,0,37,7,4,22,1
9,25,3,2,68,2,16,3,7,28,0
2,36,1,2,56,0,33,5,4,24,1
4,18,0,0,43,0,25,4,3,20,1
3,25,3,0,55,2,37,3,3,23,1
2,18,0,0,60,1,30,9,2,25,1
4,29,1,0,41,1,32,7,3,36,1
4,37,2,1,58,0,25,9,3,33,0
6,37,4,2,81,1,21,5,2,27,0
3,36,3,0,50,2,27,2,3,29,1
6,34,4,0,76,1,15,5,9,37,0
2,23,0,1,61,0,32,6,5,28,1
4,34,1,2,60,0,22,5,3,29,0
6,48,2,1,65,1,15,6,8,33,0
2,39,3,0,87,0,19,7,4,35,0
6,28,4,2,75,0,40,3,4,41,0
4,27,1,0,61,1,44,8,4,28,1
5,43,3,1,73,1,15,3,6,22,0
4,27,0,1,48,1,52,9,6,23,1
4,28,1,0,60,1,43,6,0,29,1
6,40,1,0,70,0,31,6,7,26,0
2,28,1,2,47,2,47,9,4,40,1
2,22,2,0,59,1,34,6,6,34,0
4,34,3,2,64,2,35,9,2,36,1
3,37,3,1,60,1,18,4,4,35,0
2,29,3,0,54,1,45,7,2,22,1
4,19,2,0,41,0,38,4,2,26,1
5,36,2,1,80,3,33,5,6,37,0
1,33,0,0,51,0,38,5,2,20,1
4,38,2,1,72,1,43,5,8,28,0
4,44,2,2,64,0,31,9,5,32,0
6,22,2,2,69,2,19,4,7,30,0
4,40,0,1,66,2,23,3,2,30,0
4,34,4,2,79,1,30,8,3,30,0
5,41,0,0,55,0,40,0,5,31,0
3,33,3,0,64,2,19,2,6,32,0
3,28,0,0,56,0,53,9,0,26,1
3,33,0,2,56,1,29,6,7,34,0
2,33,2,2,66,1,15,6,9,28,0
1,23,1,1,59,2,23,3,1,26,1
3,32,1,2,58,2,25,6,3,26,0
4,38,3,1,73,3,27,5,5,25,0
4,22,1,0,61,0,35,8,2,29,1
6,38,3,2,66,2,30,7,5,30,0
3,49,0,0,59,1,23,5,8,29,0
4,34,1,1,51,0,22,6,6,19,1
3,33,1,3,69,1,31,7,5,30,0
5,41,3,3,82,1,31,5,7,31,0
3,42,3,2,75,0,19,5,7,36,0
5,27,5,2,60,1,40,8,5,25,0
4,38,2,2,75,2,16,4,4,24,0
3,19,1,0,51,0,33,6,5,33,1
4,30,4,1,84,0,44,4,3,29,0
3,29,1,0,44,1,36,2,0,23,1
1,37,2,0,43,1,26,6,1,32,1
2,22,1,0,46,0,47,7,1,18,1
4,20,1,3,46,1,47,5,5,22,1
7,37,0,3,62,2,20,9,5,23,0
4,41,1,2,67,1,32,6,5,27,0
6,29,5,1,78,2,21,4,7,24,0
3,23,0,1,52,1,21,3,1,21,1
8,39,1,0,77,0,36,4,8,35,0
4,36,1,2,92,3,16,6,4,37,0
4,27,1,0,55,1,27,7,4,24,1
3,24,1,1,50,0,46,6,5,29,1
4,29,2,0,43,0,53,5,7,23,1
3,32,2,1,51,0,49,7,1,27,1
3,28,5,2,89,1,29,7,6,24,0
5,17,0,0,37,1,53,13,3,33,1
5,48,2,0,80,2,42,6,4,36,0
3,26,0,0,45,1,31,5,6,30,1
4,28,1,0,75,2,36,4,6,32,0
4,24,1,0,48,0,40,9,3,31,1
4,21,0,2,43,1,46,7,4,33,1
6,26,2,1,61,3,33,5,3,21,0
1,22,2,1,45,0,25,6,4,20,1
1,27,0,1,51,0,45,7,2,31,1
4,23,0,1,43,1,23,8,4,24,1
4,34,2,3,68,1,18,7,5,30,0
2,36,4,2,76,2,25,8,4,33,0
3,25,1,2,72,2,15,7,3,34,0
6,33,3,2,77,1,43,7,7,32,0
9,23,0,0,58,2,31,5,8,33,0
3,25,1,1,50,0,50,5,1,31,1
4,27,1,1,52,1,38,9,4,28,1
3,33,0,1,68,0,38,6,3,44,0
3,30,2,0,54,1,21,5,5,31,1
4,27,2,2,52,0,31,8,3,19,1
2,22,2,0,38,1,42,1,0,23,1
7,31,2,3,61,1,22,8,3,29,0
3,26,3,0,57,1,38,6,6,19,0
6,33,2,2,64,0,24,6,8,43,0
4,41,2,0,71,2,34,6,4,25,0
1,24,1,0,54,1,27,10,5,22,1
2,19,3,0,45,0,28,4,5,23,1
4,31,2,0,56,0,38,7,6,25,1
2,34,1,0,56,1,24,6,6,17,1
1,31,1,0,42,1,46,3,4,23,1
10,26,2,2,82,3,24,3,5,34,0
4,42,2,2,75,1,18,6,4,32,0
4,29,4,1,61,2,31,5,6,26,0
4,30,2,0,48,0,45,4,6,20,1
3,35,2,0,53,0,36,2,1,22,1
5,27,1,0,58,1,25,4,4,17,1
4,15,0,0,45,0,29,8,6,25,1
6,38,0,2,69,1,25,5,3,28,0
6,22,0,2,64,0,28,8,5,19,1
6,37,3,2,74,2,27,0,3,31,0
2,22,1,2,60,0,51,4,3,26,1
5,27,3,0,67,1,37,6,7,40,0
6,24,2,1,79,1,22,5,7,32,0
5,24,3,0,55,0,42,4,6,13,1
2,25,1,1,53,1,50,6,5,28,1
8,31,4,1,77,2,26,6,8,27,0
2,39,2,0,69,0,35,8,4,34,0
2,18,0,1,42,0,50,7,0,21,1
6,29,0,1,51,0,52,6,1,30,1
1,21,0,2,60,1,53,3,2,31,1
7,29,0,1,59,0,22,2,5,22,0
3,33,2,2,46,0,49,5,1,26,1
3,22,3,0,50,0,40,5,2,24,1
5,23,2,2,59,1,36,4,3,22,1
2,25,0,1,54,0,24,9,1,33,1
5,45,3,3,64,0,17,7,7,42,0
4,26,1,0,52,1,25,7,0,25,1
5,34,3,1,72,2,15,5,5,24,0
5,42,0,0,60,2,37,10,2,33,0
4,33,3,1,67,2,28,3,3,35,0
2,22,1,1,49,2,48,8,3,28,1
2,17,2,1,45,1,22,4,3,22,1
7,30,1,0,48,0,30,5,2,28,1
4,37,1,1,72,1,37,6,6,34,0
4,46,0,0,59,2,23,5,5,35,0
3,14,2,0,47,1,29,8,5,19,1
5,23,2,0,50,0,45,8,0,33,1
3,19,0,0,49,0,52,9,4,23,1
5,45,4,1,53,3,40,5,6,33,0
4,38,3,0,57,3,19,4,3,30,0
2,21,2,0,43,1,32,4,5,29,1
3,28,2,0,63,1,40,9,2,31,1
2,26,1,1,48,1,22,6,5,10,1
10,34,1,1,73,2,42,7,3,29,0
6,38,3,0,68,0,20,5,4,30,0
7,45,3,0,78,3,41,5,2,34,0
5,37,3,1,75,2,25,6,7,34,0
6,34,1,2,85,2,35,6,5,38,0
4,32,1,1,56,1,24,9,2,30,1
3,27,2,2,66,1,34,4,7,34,0
1,21,2,1,50,0,25,7,2,25,1
3,26,3,0,74,1,21,6,3,26,0
4,21,0,0,38,1,26,6,4,25,1
4,24,1,0,53,0,45,4,5,23,1
4,22,1,0,53,2,45,4,1,26,1
4,42,2,0,59,0,40,7,7,29,0
2,28,4,1,76,1,19,5,5,34,0
3,35,0,2,76,1,40,1,6,28,0
5,36,3,2,64,2,34,6,7,27,0
6,30,0,2,64,0,41,6,8,24,0
5,21,1,2,48,0,25,10,0,19,1
2,25,2,0,53,0,20,9,1,28,1
4,39,1,2,57,0,21,3,6,32,0
4,38,2,0,65,1,38,4,7,27,0
3,38,4,0,68,1,43,7,5,29,0
1,30,0,0,61,1,47,5,0,33,1
4,40,4,0,54,2,41,4,6,37,0
5,39,3,3,64,0,39,6,4,39,0
5,23,1,1,60,0,36,4,3,34,1
3,27,0,0,65,1,41,3,1,33,1
